0 0.000000 -15.000000 3.000000   52440.000000000000      16.685374153135
1 9.999001 -14.914077 3.078031   51484.079501392887      16.606370031542
2 9.998002 -14.914077 3.078031   51484.079501392887      16.606370031542
3 9.997003 -14.914077 3.078031   51484.079501392887      16.606370031542
4 9.996004 -14.907661 3.097140   51450.759328309599      16.601657943777
5 9.995005 -14.814758 3.089525   50184.409534621213      16.508445641288
6 9.994006 -14.730011 3.139306   49206.046758272649      16.428533906799
7 9.993007 -14.699297 3.070301   48616.775873470906      16.391738424804
8 9.992008 -14.620828 3.162562   47858.409376650459      16.321985373517
9 9.991009 -14.620828 3.162562   47858.409376650459      16.321985373517
10 9.990010 -14.620828 3.162562   47858.409376650459      16.321985373517
11 9.989011 -14.589546 3.187981   47529.681570500812      16.293254370804
12 9.988012 -14.507961 3.262417   46707.198154151105      16.219372905661
13 9.987013 -14.415031 3.330400   45743.830514416113      16.133946311963
14 9.986014 -14.415031 3.330400   45743.830514416113      16.133946311963
15 9.985015 -14.371540 3.416564   45457.154829919076      16.100037746747
16 9.984016 -14.371540 3.416564   45457.154829919076      16.100037746747
17 9.983017 -14.383612 3.342426   45391.686935457205      16.103977354632
18 9.982018 -14.317074 3.441229   44864.750285648755      16.048676105249
19 9.981019 -14.281700 3.488670   44575.739279850692      16.018966404443
20 9.980020 -14.262346 3.422853   44151.473554065335      15.992226891158
21 9.979021 -14.262346 3.422853   44151.473554065335      15.992226891158
22 9.978022 -14.222649 3.503597   43911.391068546647      15.962063254070
23 9.977023 -14.222649 3.503597   43911.391068546647      15.962063254070
24 9.976024 -14.156270 3.508848   43140.562541302315      15.896764801315
25 9.975025 -14.156270 3.508848   43140.562541302315      15.896764801315
26 9.974026 -14.125046 3.587866   43006.560619822405      15.875316963704
27 9.973027 -14.079392 3.508415   42242.120194349358      15.820378220442
28 9.972028 -14.079392 3.508415   42242.120194349358      15.820378220442
29 9.971029 -14.017354 3.548262   41643.111508833194      15.763583416934
30 9.970030 -14.020365 3.492052   41516.262451816678      15.759828109880
31 9.969031 -14.020365 3.492052   41516.262451816678      15.759828109880
32 9.968032 -13.968507 3.483927   40903.841291227902      15.707373311370
33 9.967033 -13.926605 3.522618   40541.326041036853      15.670393852474
34 9.966034 -13.843954 3.528908   39639.722651172262      15.589116293813
35 9.965035 -13.843954 3.528908   39639.722651172262      15.589116293813
36 9.964036 -13.843954 3.528908   39639.722651172262      15.589116293813
37 9.963037 -13.822055 3.430167   39126.656792102811      15.555638721630
38 9.962038 -13.822055 3.430167   39126.656792102811      15.555638721630
39 9.961039 -13.822055 3.430167   39126.656792102811      15.555638721630
40 9.960040 -13.822055 3.430167   39126.656792102811      15.555638721630
41 9.959041 -13.822055 3.430167   39126.656792102811      15.555638721630
42 9.958042 -13.822055 3.430167   39126.656792102811      15.555638721630
43 9.957043 -13.822055 3.430167   39126.656792102811      15.555638721630
44 9.956044 -13.822055 3.430167   39126.656792102811      15.555638721630
45 9.955045 -13.762134 3.525455   38735.613572884555      15.507486692921
46 9.954046 -13.720956 3.620101   38556.289940915151      15.478509894490
47 9.953047 -13.694146 3.705670   38513.598055744915      15.463181579307
48 9.952048 -13.694146 3.705670   38513.598055744915      15.463181579307
49 9.951049 -13.694146 3.705670   38513.598055744915      15.463181579307
50 9.950050 -13.694146 3.705670   38513.598055744915      15.463181579307
51 9.949051 -13.694146 3.705670   38513.598055744915      15.463181579307
52 9.948052 -13.636679 3.764230   38069.850311169976      15.414240150635
53 9.947053 -13.637644 3.753028   38047.292184047699      15.413648678828
54 9.946054 -13.587466 3.842103   37778.455231064720      15.376518241258
55 9.945055 -13.580819 3.814242   37625.526281155719      15.365954057245
56 9.944056 -13.580819 3.814242   37625.526281155719      15.365954057245
57 9.943057 -13.580819 3.814242   37625.526281155719      15.365954057245
58 9.942058 -13.580819 3.814242   37625.526281155719      15.365954057245
59 9.941059 -13.580819 3.814242   37625.526281155719      15.365954057245
60 9.940060 -13.580819 3.814242   37625.526281155719      15.365954057245
61 9.939061 -13.527072 3.744669   36860.187441876747      15.302981245766
62 9.938062 -13.490954 3.815151   36690.050335892207      15.277137540318
63 9.937063 -13.400973 3.766622   35629.709213915194      15.181178642041
64 9.936064 -13.400973 3.766622   35629.709213915194      15.181178642041
65 9.935065 -13.400973 3.766622   35629.709213915194      15.181178642041
66 9.934066 -13.400973 3.766622   35629.709213915194      15.181178642041
67 9.933067 -13.400973 3.766622   35629.709213915194      15.181178642041
68 9.932068 -13.314681 3.725523   34649.814151726001      15.089986047444
69 9.931069 -13.289281 3.710850   34358.191872952317      15.062797820533
70 9.930070 -13.289281 3.710850   34358.191872952317      15.062797820533
71 9.929071 -13.286116 3.701514   34301.386007768786      15.058375209280
72 9.928072 -13.286116 3.701514   34301.386007768786      15.058375209280
73 9.927073 -13.256643 3.667464   33919.722740650737      15.024526150476
74 9.926074 -13.256643 3.667464   33919.722740650737      15.024526150476
75 9.925075 -13.256643 3.667464   33919.722740650737      15.024526150476
76 9.924076 -13.245796 3.655923   33782.829079061412      15.012216907574
77 9.923077 -13.245796 3.655923   33782.829079061412      15.012216907574
78 9.922078 -13.156030 3.686368   32998.090741766391      14.927443800964
79 9.921079 -13.156030 3.686368   32998.090741766391      14.927443800964
80 9.920080 -13.156030 3.686368   32998.090741766391      14.927443800964
81 9.919081 -13.070732 3.746469   32350.489767681458      14.851414467144
82 9.918082 -12.982406 3.660901   31303.194030082621      14.751965976561
83 9.917083 -12.968904 3.641986   31130.561077341736      14.735997295428
84 9.916084 -12.968904 3.641986   31130.561077341736      14.735997295428
85 9.915085 -12.968904 3.641986   31130.561077341736      14.735997295428
86 9.914086 -12.952924 3.561464   30780.792033480942      14.709372109141
87 9.913087 -12.952924 3.561464   30780.792033480942      14.709372109141
88 9.912088 -12.905090 3.467416   30118.446197461759      14.649854185617
89 9.911089 -12.866234 3.473837   29787.142024756828      14.612115959109
90 9.910090 -12.866234 3.473837   29787.142024756828      14.612115959109
91 9.909091 -12.883364 3.398171   29760.099029638688      14.619759224648
92 9.908092 -12.854625 3.479966   29698.801338058474      14.601375106757
93 9.907093 -12.796749 3.395231   28990.571063281503      14.533426902615
94 9.906094 -12.796749 3.395231   28990.571063281503      14.533426902615
95 9.905095 -12.774560 3.471105   28974.566168862864      14.520833042144
96 9.904096 -12.774560 3.471105   28974.566168862864      14.520833042144
97 9.903097 -12.774560 3.471105   28974.566168862864      14.520833042144
98 9.902098 -12.714039 3.429124   28354.046309176611      14.455515704024
99 9.901099 -12.697003 3.378075   28091.874965528641      14.432336730337
100 9.900100 -12.643361 3.360311   27598.149922997691      14.376941326171
101 9.899101 -12.566834 3.437546   27133.201192459699      14.310530284489
102 9.898102 -12.484206 3.393401   26357.383269835562      14.223024419106
103 9.897103 -12.484206 3.393401   26357.383269835562      14.223024419106
104 9.896104 -12.484206 3.393401   26357.383269835562      14.223024419106
105 9.895105 -12.413323 3.461380   25937.012586622852      14.161327817336
106 9.894106 -12.330233 3.371831   25084.711150463983      14.067565360141
107 9.893107 -12.314339 3.353682   24922.213930485545      14.049554137722
108 9.892108 -12.314339 3.353682   24922.213930485545      14.049554137722
109 9.891109 -12.314339 3.353682   24922.213930485545      14.049554137722
110 9.890110 -12.266870 3.374464   24598.817275775913      14.005020204605
111 9.889111 -12.232520 3.468966   24537.474872502382      13.983060332405
112 9.888112 -12.232520 3.468966   24537.474872502382      13.983060332405
113 9.887113 -12.232520 3.468966   24537.474872502382      13.983060332405
114 9.886114 -12.232520 3.468966   24537.474872502382      13.983060332405
115 9.885115 -12.232520 3.468966   24537.474872502382      13.983060332405
116 9.884116 -12.157582 3.539627   24121.437782976918      13.918301894655
117 9.883117 -12.111287 3.633085   23980.569965256866      13.885626898920
118 9.882118 -12.111287 3.633085   23980.569965256866      13.885626898920
119 9.881119 -12.037695 3.566637   23286.943561610642      13.803325091918
120 9.880120 -11.966010 3.466658   22552.973642064891      13.718603124683
121 9.879121 -11.966010 3.466658   22552.973642064891      13.718603124683
122 9.878122 -11.966010 3.466658   22552.973642064891      13.718603124683
123 9.877123 -11.966010 3.466658   22552.973642064891      13.718603124683
124 9.876124 -11.947562 3.518373   22528.825465003385      13.707353844632
125 9.875125 -11.947562 3.518373   22528.825465003385      13.707353844632
126 9.874126 -11.947562 3.518373   22528.825465003385      13.707353844632
127 9.873127 -11.947562 3.518373   22528.825465003385      13.707353844632
128 9.872128 -11.947562 3.518373   22528.825465003385      13.707353844632
129 9.871129 -11.947562 3.518373   22528.825465003385      13.707353844632
130 9.870130 -11.926719 3.570785   22490.849964492183      13.694044109726
131 9.869131 -11.926719 3.570785   22490.849964492183      13.694044109726
132 9.868132 -11.926719 3.570785   22490.849964492183      13.694044109726
133 9.867133 -11.926719 3.570785   22490.849964492183      13.694044109726
134 9.866134 -11.926719 3.570785   22490.849964492183      13.694044109726
135 9.865135 -11.926719 3.570785   22490.849964492183      13.694044109726
136 9.864136 -11.926719 3.570785   22490.849964492183      13.694044109726
137 9.863137 -11.926719 3.570785   22490.849964492183      13.694044109726
138 9.862138 -11.926719 3.570785   22490.849964492183      13.694044109726
139 9.861139 -11.926719 3.570785   22490.849964492183      13.694044109726
140 9.860140 -11.926719 3.570785   22490.849964492183      13.694044109726
141 9.859141 -11.858586 3.508557   21876.772044295787      13.617875076064
142 9.858142 -11.780624 3.521086   21360.448013719855      13.542408316388
143 9.857143 -11.748384 3.434800   20965.151125748056      13.498671574137
144 9.856144 -11.748384 3.434800   20965.151125748056      13.498671574137
145 9.855145 -11.748384 3.434800   20965.151125748056      13.498671574137
146 9.854146 -11.755208 3.411137   20964.743410192521      13.502290194587
147 9.853147 -11.755208 3.411137   20964.743410192521      13.502290194587
148 9.852148 -11.745004 3.360982   20797.322918617861      13.485641759400
149 9.851149 -11.745004 3.360982   20797.322918617861      13.485641759400
150 9.850150 -11.745004 3.360982   20797.322918617861      13.485641759400
151 9.849151 -11.745004 3.360982   20797.322918617861      13.485641759400
152 9.848152 -11.745004 3.360982   20797.322918617861      13.485641759400
153 9.847153 -11.711450 3.349594   20548.929464465760      13.450905334302
154 9.846154 -11.711450 3.349594   20548.929464465760      13.450905334302
155 9.845155 -11.711450 3.349594   20548.929464465760      13.450905334302
156 9.844156 -11.716834 3.273588   20441.050666821808      13.446737321049
157 9.843157 -11.716834 3.273588   20441.050666821808      13.446737321049
158 9.842158 -11.698104 3.219688   20216.216147766885      13.421653241647
159 9.841159 -11.698104 3.219688   20216.216147766885      13.421653241647
160 9.840160 -11.622541 3.298200   19861.815406588314      13.356210953682
161 9.839161 -11.566595 3.357815   19608.514380898974      13.308318995105
162 9.838162 -11.566595 3.357815   19608.514380898974      13.308318995105
163 9.837163 -11.566595 3.357815   19608.514380898974      13.308318995105
164 9.836164 -11.566595 3.357815   19608.514380898974      13.308318995105
165 9.835165 -11.554248 3.306610   19433.427431220025      13.289515851616
166 9.834166 -11.554248 3.306610   19433.427431220025      13.289515851616
167 9.833167 -11.494306 3.287686   19015.530662819787      13.227668348367
168 9.832168 -11.494306 3.287686   19015.530662819787      13.227668348367
169 9.831169 -11.410816 3.323450   18555.792603338894      13.149402674558
170 9.830170 -11.410816 3.323450   18555.792603338894      13.149402674558
171 9.829171 -11.410816 3.323450   18555.792603338894      13.149402674558
