(x[1],y[1]) = (   1.6289428438,   1.6289524574 )  -31.4215778882
(x[2],y[2]) = (   1.6289555841,   1.6289394615 )  -31.4215778882
(x[0],y[0]) = (   1.6289505440,   1.6289475267 )  -31.4215778883
(x[1],y[1]) = (   1.6289511390,   1.6289447268 )  -31.4215778883
(x[2],y[2]) = (   1.6289428438,   1.6289524574 )  -31.4215778882
(x[0],y[0]) = (   1.6289468427,   1.6289492921 )  -31.4215778883
(x[1],y[1]) = (   1.6289505440,   1.6289475267 )  -31.4215778883
(x[2],y[2]) = (   1.6289511390,   1.6289447268 )  -31.4215778883
(x[0],y[0]) = (   1.6289499162,   1.6289465681 )  -31.4215778883
(x[1],y[1]) = (   1.6289468427,   1.6289492921 )  -31.4215778883
(x[2],y[2]) = (   1.6289505440,   1.6289475267 )  -31.4215778883
(x[0],y[0]) = (   1.6289494617,   1.6289477284 )  -31.4215778883
(x[1],y[1]) = (   1.6289499162,   1.6289465681 )  -31.4215778883
(x[2],y[2]) = (   1.6289468427,   1.6289492921 )  -31.4215778883
(x[0],y[0]) = (   1.6289494617,   1.6289477284 )  -31.4215778883
(x[1],y[1]) = (   1.6289482658,   1.6289482201 )  -31.4215778883
(x[2],y[2]) = (   1.6289499162,   1.6289465681 )  -31.4215778883
(x[0],y[0]) = (   1.6289478114,   1.6289493805 )  -31.4215778883
(x[1],y[1]) = (   1.6289494617,   1.6289477284 )  -31.4215778883
(x[2],y[2]) = (   1.6289482658,   1.6289482201 )  -31.4215778883
(x[0],y[0]) = (   1.6289484512,   1.6289483873 )  -31.4215778883
(x[1],y[1]) = (   1.6289478114,   1.6289493805 )  -31.4215778883
(x[2],y[2]) = (   1.6289494617,   1.6289477284 )  -31.4215778883
(x[0],y[0]) = (   1.6289487965,   1.6289483061 )  -31.4215778883
(x[1],y[1]) = (   1.6289484512,   1.6289483873 )  -31.4215778883
(x[2],y[2]) = (   1.6289478114,   1.6289493805 )  -31.4215778883
(x[0],y[0]) = (   1.6289487965,   1.6289483061 )  -31.4215778883
(x[1],y[1]) = (   1.6289482176,   1.6289488636 )  -31.4215778883
(x[2],y[2]) = (   1.6289484512,   1.6289483873 )  -31.4215778883
